,state,county,county_state_name,above_US_median_income,graduate_attainment_pct,health_insurance_pct,below_poverty_lvl_pct,occupied_houses_pct,no_vehicles_hh_pct,pop_over_18_pct
0,01,001,"Autauga County, Alabama",0,11.6,92.0,12.7,91.0,5.4,76.4
1,01,003,"Baldwin County, Alabama",0,11.7,90.5,6.3,72.0,3.1,78.5
2,01,005,"Barbour County, Alabama",0,4.3,89.3,23.8,77.3,11.1,79.1
3,01,007,"Bibb County, Alabama",0,3.9,90.9,17.0,78.6,6.6,79.5
4,01,009,"Blount County, Alabama",0,4.4,90.0,10.1,86.9,5.1,76.8
5,01,011,"Bullock County, Alabama",0,4.2,89.5,24.2,74.7,12.2,77.6
6,01,013,"Butler County, Alabama",0,5.9,89.9,14.0,65.7,5.4,77.7
7,01,015,"Calhoun County, Alabama",0,8.4,90.0,10.7,83.0,5.1,78.3
8,21,135,"Lewis County, Kentucky",0,3.4,94.0,24.3,79.4,8.2,77.6
9,21,137,"Lincoln County, Kentucky",0,5.6,91.1,16.0,87.5,5.7,76.4
10,21,139,"Livingston County, Kentucky",0,5.6,96.4,7.2,77.9,2.3,78.3
11,21,141,"Logan County, Kentucky",0,6.9,93.0,11.5,84.6,7.8,76.4
12,21,143,"Lyon County, Kentucky",0,7.1,96.0,10.4,66.8,1.9,86.3
13,21,145,"McCracken County, Kentucky",0,9.5,93.8,10.6,86.2,7.3,77.8
14,21,147,"McCreary County, Kentucky",0,3.3,95.9,22.7,82.0,10.0,78.2
15,21,151,"Madison County, Kentucky",0,13.0,94.4,11.9,91.6,4.8,79.3
16,21,155,"Marion County, Kentucky",0,7.4,96.3,13.8,89.2,6.1,75.9
17,21,157,"Marshall County, Kentucky",0,9.1,93.4,6.0,80.8,4.8,79.7
18,21,161,"Mason County, Kentucky",0,9.4,93.2,12.2,79.9,9.4,77.4
19,21,163,"Meade County, Kentucky",0,7.7,96.7,9.9,85.3,3.3,77.6
20,21,167,"Mercer County, Kentucky",0,8.4,93.5,8.0,85.5,5.6,78.0
21,21,169,"Metcalfe County, Kentucky",0,5.6,95.0,17.9,88.1,4.1,76.4
22,21,173,"Montgomery County, Kentucky",0,7.1,93.6,14.8,88.1,5.9,76.5
23,21,175,"Morgan County, Kentucky",0,7.6,92.4,19.4,79.8,7.3,81.6
24,21,179,"Nelson County, Kentucky",0,7.6,94.7,5.4,93.6,5.2,76.3
25,21,181,"Nicholas County, Kentucky",0,4.9,95.7,17.2,82.4,10.2,77.1
26,21,185,"Oldham County, Kentucky",1,17.5,96.8,3.9,95.7,1.6,74.6
27,21,187,"Owen County, Kentucky",0,3.9,92.7,11.9,73.8,2.7,77.7
28,21,191,"Pendleton County, Kentucky",0,6.4,96.3,10.9,82.3,4.2,76.7
29,21,195,"Pike County, Kentucky",0,6.8,94.2,21.0,82.2,8.1,79.4
30,21,197,"Powell County, Kentucky",0,5.6,95.8,15.6,82.8,9.6,75.2
31,21,201,"Robertson County, Kentucky",0,2.5,92.0,20.0,77.7,4.5,75.4
32,21,203,"Rockcastle County, Kentucky",0,5.7,96.1,21.0,83.9,8.2,78.0
33,21,207,"Russell County, Kentucky",0,7.0,93.7,16.3,70.2,4.8,77.3
34,21,209,"Scott County, Kentucky",1,12.1,95.4,7.3,94.0,3.5,74.9
35,21,213,"Simpson County, Kentucky",0,4.2,92.9,9.2,90.6,2.6,75.7
36,21,215,"Spencer County, Kentucky",1,8.3,96.2,4.8,93.6,2.3,77.1
37,21,219,"Todd County, Kentucky",0,5.8,80.4,14.9,86.9,9.6,73.4
38,21,223,"Trimble County, Kentucky",0,5.5,93.8,11.9,84.8,8.1,78.3
39,21,225,"Union County, Kentucky",0,5.2,95.1,8.2,82.9,4.5,81.7
40,21,229,"Washington County, Kentucky",0,9.7,91.6,9.6,90.3,6.4,76.7
41,21,231,"Wayne County, Kentucky",0,5.1,91.1,14.2,75.8,8.7,79.1
42,21,235,"Whitley County, Kentucky",0,10.0,93.0,18.0,81.9,7.5,75.0
43,21,237,"Wolfe County, Kentucky",0,3.8,98.8,33.9,80.2,23.4,76.8
44,23,001,"Androscoggin County, Maine",0,7.5,92.1,7.0,91.7,9.1,78.3
45,23,003,"Aroostook County, Maine",0,6.1,91.6,8.7,74.0,8.5,81.6
46,23,007,"Franklin County, Maine",0,10.1,89.7,7.2,55.8,8.6,82.2
47,23,009,"Hancock County, Maine",0,13.9,89.8,6.5,58.2,5.5,83.1
48,23,013,"Knox County, Maine",0,12.5,92.3,6.4,71.5,5.9,82.3
49,23,015,"Lincoln County, Maine",0,15.5,90.1,6.5,65.1,5.8,83.1
50,23,019,"Penobscot County, Maine",0,10.9,91.7,7.8,82.9,7.1,81.9
51,23,021,"Piscataquis County, Maine",0,5.4,88.2,10.1,46.3,6.8,82.9
52,23,025,"Somerset County, Maine",0,4.5,90.7,11.8,69.9,7.0,81.0
53,23,029,"Washington County, Maine",0,8.9,88.4,12.6,59.2,8.2,80.9
54,23,031,"York County, Maine",1,11.3,94.2,4.7,78.3,5.5,81.2
55,27,003,"Anoka County, Minnesota",1,8.8,95.8,4.2,97.0,4.3,76.1
56,27,005,"Becker County, Minnesota",0,7.8,93.1,7.2,70.1,4.4,75.7
57,27,007,"Beltrami County, Minnesota",0,11.4,91.5,12.5,82.2,8.6,74.8
58,27,009,"Benton County, Minnesota",0,6.2,96.6,3.7,95.3,6.1,74.5
59,27,011,"Big Stone County, Minnesota",0,6.4,95.2,8.3,73.4,6.2,78.6
60,27,013,"Blue Earth County, Minnesota",0,11.6,96.0,8.1,91.7,6.3,80.3
61,27,015,"Brown County, Minnesota",0,6.1,96.8,4.5,90.6,4.1,78.2
62,27,017,"Carlton County, Minnesota",1,7.0,95.9,5.0,85.5,3.8,77.6
63,27,019,"Carver County, Minnesota",1,15.4,97.1,1.7,96.1,4.4,73.3
64,27,021,"Cass County, Minnesota",0,7.0,92.8,9.3,50.8,4.9,79.0
65,27,023,"Chippewa County, Minnesota",0,4.7,91.2,5.9,90.4,6.1,76.8
66,27,025,"Chisago County, Minnesota",1,5.9,96.7,3.3,91.9,3.9,77.2
67,47,121,"Meigs County, Tennessee",0,3.6,88.8,11.2,85.8,5.7,79.7
68,47,125,"Montgomery County, Tennessee",0,10.4,92.1,9.6,90.2,3.7,73.2
69,47,127,"Moore County, Tennessee",0,4.1,91.9,4.6,84.7,3.7,80.7
70,47,131,"Obion County, Tennessee",0,5.6,91.4,13.8,86.4,6.7,78.2
71,47,133,"Overton County, Tennessee",0,4.6,91.2,16.1,86.4,7.6,78.5
72,47,137,"Pickett County, Tennessee",0,5.1,95.1,16.6,63.0,6.0,81.3
73,47,139,"Polk County, Tennessee",0,5.0,86.0,9.7,82.1,5.2,81.1
74,47,143,"Rhea County, Tennessee",0,5.9,88.6,12.3,83.4,5.1,77.3
75,47,145,"Roane County, Tennessee",0,7.7,93.6,9.0,84.1,6.4,81.3
76,47,149,"Rutherford County, Tennessee",1,9.7,91.0,6.6,94.4,2.6,75.4
77,47,151,"Scott County, Tennessee",0,3.9,88.0,17.7,85.9,5.0,76.3
78,47,153,"Sequatchie County, Tennessee",0,4.9,88.2,20.7,85.0,4.4,80.7
79,47,157,"Shelby County, Tennessee",0,13.0,88.5,14.3,87.8,8.8,75.0
80,47,159,"Smith County, Tennessee",0,5.4,91.5,11.4,87.0,4.9,77.4
81,47,163,"Sullivan County, Tennessee",0,8.7,91.2,11.7,88.3,5.8,80.7
82,47,165,"Sumner County, Tennessee",1,8.9,92.2,7.6,93.5,3.3,76.5
83,47,169,"Trousdale County, Tennessee",0,3.8,85.9,11.2,92.2,2.3,81.7
84,47,171,"Unicoi County, Tennessee",0,5.0,91.4,11.5,86.2,6.9,83.5
85,47,175,"Van Buren County, Tennessee",0,4.3,85.8,7.6,83.1,6.6,80.9
86,47,177,"Warren County, Tennessee",0,4.8,87.2,14.5,86.1,6.2,76.4
87,47,181,"Wayne County, Tennessee",0,4.2,87.6,11.3,78.0,6.7,82.6
88,47,183,"Weakley County, Tennessee",0,8.2,89.0,13.7,86.9,7.8,80.7
89,47,187,"Williamson County, Tennessee",1,22.4,94.8,3.2,95.8,2.2,72.9
90,47,189,"Wilson County, Tennessee",1,11.3,93.5,5.6,93.6,2.5,76.4
91,49,003,"Box Elder County, Utah",0,6.4,92.1,6.4,93.3,4.7,68.5
92,49,005,"Cache County, Utah",0,13.1,93.1,9.3,93.5,3.8,69.7
93,49,009,"Daggett County, Utah",1,4.5,94.6,0.0,12.9,6.5,74.6
94,49,011,"Davis County, Utah",1,12.4,94.1,4.2,96.8,2.4,67.9
95,49,015,"Emery County, Utah",0,5.0,93.4,7.8,80.8,3.2,70.7
96,49,017,"Garfield County, Utah",0,6.8,83.4,11.3,47.3,2.0,76.4
97,49,019,"Grand County, Utah",0,13.4,83.7,11.5,80.0,4.2,79.4
98,49,021,"Iron County, Utah",0,8.1,88.6,10.2,79.9,2.8,71.4
99,49,023,"Juab County, Utah",1,7.1,90.4,9.9,91.2,3.8,65.7
100,49,025,"Kane County, Utah",0,9.8,88.3,6.0,46.7,4.3,78.0
101,49,027,"Millard County, Utah",0,5.0,88.9,10.9,84.1,3.6,68.8
102,49,029,"Morgan County, Utah",1,15.3,94.4,1.0,93.9,1.0,64.5
103,49,031,"Piute County, Utah",0,5.2,81.4,12.9,60.1,5.4,79.0
104,49,033,"Rich County, Utah",0,7.3,90.8,6.5,20.9,0.0,68.0
105,49,035,"Salt Lake County, Utah",1,13.1,90.0,5.6,94.8,5.4,72.9
106,49,037,"San Juan County, Utah",0,6.6,79.8,18.1,75.9,7.1,69.7
107,49,039,"Sanpete County, Utah",0,6.8,88.2,9.3,82.2,2.1,74.6
108,49,041,"Sevier County, Utah",0,6.6,90.5,12.3,84.2,2.0,70.7
109,49,043,"Summit County, Utah",1,20.9,93.5,2.7,51.1,1.7,75.6
110,49,045,"Tooele County, Utah",1,8.1,92.4,4.7,93.6,3.6,67.4
111,49,047,"Uintah County, Utah",0,4.3,84.4,9.8,77.9,2.9,67.1
112,49,049,"Utah County, Utah",1,12.7,92.3,6.9,95.5,2.5,66.7
113,49,051,"Wasatch County, Utah",1,14.8,93.7,3.4,76.2,2.0,68.6
114,49,053,"Washington County, Utah",0,10.5,88.1,7.2,83.5,3.4,74.0
115,49,055,"Wayne County, Utah",0,3.5,84.3,6.8,58.7,2.2,73.9
116,49,057,"Weber County, Utah",1,7.6,91.4,5.7,91.5,4.3,71.9
117,50,003,"Bennington County, Vermont",0,15.5,95.7,6.6,68.8,9.2,81.1
118,50,005,"Caledonia County, Vermont",0,11.2,95.7,8.6,76.7,8.6,80.7
119,50,009,"Essex County, Vermont",0,8.6,94.8,9.0,55.3,4.5,82.7
120,50,011,"Franklin County, Vermont",1,9.4,96.6,6.2,83.9,5.6,77.8
121,50,015,"Lamoille County, Vermont",0,15.2,94.2,7.4,77.9,5.9,79.6
122,50,017,"Orange County, Vermont",0,15.7,95.5,5.9,81.7,4.1,81.6
123,50,021,"Rutland County, Vermont",0,12.1,95.4,7.7,73.4,7.6,82.3
124,50,023,"Washington County, Vermont",0,18.4,96.7,7.2,81.9,8.0,81.3
125,50,027,"Windsor County, Vermont",0,16.4,95.4,4.6,70.3,5.1,81.9
126,51,001,"Accomack County, Virginia",0,8.4,86.0,13.5,64.0,9.1,79.2
127,27,165,"Watonwan County, Minnesota",0,4.6,88.4,10.8,86.5,5.2,75.8
128,29,037,"Cass County, Missouri",1,9.0,92.5,5.9,95.5,3.5,75.9
129,29,043,"Christian County, Missouri",0,11.5,91.5,7.1,93.4,2.3,74.6
130,29,049,"Clinton County, Missouri",0,6.8,91.9,9.2,89.6,4.4,76.5
131,29,055,"Crawford County, Missouri",0,3.5,86.2,13.2,80.9,5.7,77.2
132,29,061,"Daviess County, Missouri",0,6.8,85.1,8.4,71.7,8.3,74.3
133,29,067,"Douglas County, Missouri",0,4.0,86.2,9.8,81.5,2.3,78.1
134,29,073,"Gasconade County, Missouri",0,7.6,93.9,6.6,75.3,4.3,79.3
135,29,079,"Grundy County, Missouri",0,5.8,82.5,9.8,77.9,11.5,75.5
136,29,085,"Hickory County, Missouri",0,2.8,84.2,11.0,58.3,2.6,83.3
137,29,091,"Howell County, Missouri",0,7.2,84.1,18.4,85.0,7.1,76.0
138,29,097,"Jasper County, Missouri",0,6.3,86.8,12.3,89.7,6.3,75.1
139,29,101,"Johnson County, Missouri",0,12.3,90.1,6.8,89.2,5.2,78.5
140,29,107,"Lafayette County, Missouri",0,8.2,91.9,8.1,85.6,4.4,77.2
141,29,113,"Lincoln County, Missouri",1,4.4,92.7,8.3,90.8,3.8,74.6
142,29,119,"McDonald County, Missouri",0,3.2,78.8,16.1,84.0,4.9,74.2
143,29,125,"Maries County, Missouri",0,5.8,86.0,12.3,82.6,7.7,79.5
144,29,131,"Miller County, Missouri",0,6.2,88.3,9.9,80.8,3.6,76.4
145,29,137,"Monroe County, Missouri",0,3.3,90.0,10.1,76.9,8.8,78.3
146,29,143,"New Madrid County, Missouri",0,4.8,86.3,17.8,84.6,8.4,76.8
147,29,149,"Oregon County, Missouri",0,6.8,84.5,22.2,78.6,4.0,77.4
148,29,155,"Pemiscot County, Missouri",0,4.8,88.5,23.6,81.4,14.1,74.2
149,29,203,"Shannon County, Missouri",0,5.7,83.3,19.6,73.3,3.3,78.4
150,29,209,"Stone County, Missouri",0,6.2,90.2,8.6,59.7,3.9,83.5
151,29,215,"Texas County, Missouri",0,5.7,82.1,15.9,84.1,7.8,78.4
152,29,221,"Washington County, Missouri",0,3.7,86.8,16.4,83.7,6.3,76.7
153,29,227,"Worth County, Missouri",0,6.1,93.3,13.2,63.6,7.5,79.0
154,29,510,"St. Louis city, Missouri",0,16.8,89.8,15.1,81.1,18.7,80.9
155,12,005,"Bay County, Florida",0,8.7,86.4,8.9,70.7,5.4,78.9
156,12,011,"Broward County, Florida",0,12.5,85.8,9.7,85.3,6.8,78.8
157,12,017,"Citrus County, Florida",0,7.3,89.4,10.1,80.6,4.7,85.3
158,12,023,"Columbia County, Florida",0,4.5,86.7,8.9,86.5,4.5,78.4
159,12,031,"Duval County, Florida",0,10.1,88.2,10.7,89.5,7.6,77.4
160,12,037,"Franklin County, Florida",0,8.6,81.2,16.1,53.5,6.2,84.2
161,12,043,"Glades County, Florida",0,3.4,79.5,10.7,68.4,3.5,85.0
162,12,049,"Hardee County, Florida",0,2.5,88.3,18.2,81.7,4.5,73.8
163,12,055,"Highlands County, Florida",0,6.0,87.7,12.0,76.4,5.1,83.1
164,12,061,"Indian River County, Florida",0,12.1,88.9,5.8,75.1,4.7,84.0
165,12,067,"Lafayette County, Florida",0,4.8,86.4,16.7,69.2,3.7,80.2
166,12,073,"Leon County, Florida",0,20.1,92.2,9.8,88.7,6.4,81.4
167,12,077,"Liberty County, Florida",0,5.2,85.1,15.9,71.9,5.7,81.7
168,12,083,"Marion County, Florida",0,7.2,88.3,10.7,85.3,4.8,81.3
169,12,087,"Monroe County, Florida",1,13.2,82.9,6.5,61.0,7.4,84.7
170,12,093,"Okeechobee County, Florida",0,4.0,84.7,12.9,77.9,3.6,78.7
171,31,005,"Arthur County, Nebraska",0,6.5,88.6,6.9,75.0,0.0,74.0
172,31,011,"Boone County, Nebraska",0,6.2,94.5,4.6,85.8,3.6,76.5
173,31,017,"Brown County, Nebraska",0,7.8,90.7,8.5,71.9,2.7,79.2
174,31,023,"Butler County, Nebraska",0,4.9,95.3,7.0,83.3,2.3,76.8
175,27,159,"Wadena County, Minnesota",0,3.6,93.7,10.4,80.2,9.1,74.5
176,31,029,"Chase County, Nebraska",0,6.4,91.5,6.4,80.0,3.1,77.2
177,31,035,"Clay County, Nebraska",0,5.9,92.3,5.8,85.6,2.2,75.8
178,31,039,"Cuming County, Nebraska",0,6.2,92.8,1.8,90.5,4.0,75.6
179,31,045,"Dawes County, Nebraska",0,17.7,90.4,8.9,83.9,5.0,81.8
180,31,051,"Dixon County, Nebraska",0,5.6,93.9,6.4,87.6,2.6,74.7
181,31,057,"Dundy County, Nebraska",0,10.9,90.5,8.7,76.7,3.2,75.9
182,31,063,"Frontier County, Nebraska",0,7.7,91.3,9.8,72.4,3.3,80.2
183,31,069,"Garden County, Nebraska",0,5.8,86.3,7.7,73.8,2.8,78.4
184,31,075,"Grant County, Nebraska",0,4.3,86.8,10.1,71.4,1.0,76.0
185,31,081,"Hamilton County, Nebraska",1,7.9,94.1,1.7,87.4,2.5,76.3
186,01,019,"Cherokee County, Alabama",0,6.7,90.5,11.6,65.2,3.2,80.8
187,01,021,"Chilton County, Alabama",0,5.4,88.3,13.3,86.1,3.9,76.1
188,01,023,"Choctaw County, Alabama",0,5.3,89.9,18.4,71.9,6.9,80.0
189,01,025,"Clarke County, Alabama",0,5.4,90.4,18.6,72.8,8.8,78.4
190,01,027,"Clay County, Alabama",0,4.2,91.5,12.6,75.4,5.6,79.4
191,01,029,"Cleburne County, Alabama",0,5.4,87.8,8.6,85.1,6.1,77.5
192,01,031,"Coffee County, Alabama",0,7.8,89.4,11.7,85.6,5.2,76.4
193,01,033,"Colbert County, Alabama",0,6.5,93.2,11.7,81.6,4.9,79.1
194,01,035,"Conecuh County, Alabama",0,5.6,89.6,10.3,63.7,9.5,79.2
195,01,037,"Coosa County, Alabama",0,3.6,93.1,8.4,60.7,2.2,83.5
196,01,041,"Crenshaw County, Alabama",0,5.4,91.9,8.2,73.3,7.3,77.7
197,01,043,"Cullman County, Alabama",0,5.3,88.4,9.8,83.4,3.0,77.6
198,01,047,"Dallas County, Alabama",0,6.4,89.8,21.3,75.4,13.5,75.9
199,01,049,"DeKalb County, Alabama",0,5.4,86.3,15.3,83.9,5.0,75.7
200,01,053,"Escambia County, Alabama",0,3.7,88.2,17.0,77.8,6.5,77.6
201,01,055,"Etowah County, Alabama",0,6.9,88.5,12.7,81.1,5.8,78.5
202,01,059,"Franklin County, Alabama",0,4.8,88.3,16.2,78.2,5.7,75.0
203,01,063,"Greene County, Alabama",0,4.4,83.4,31.8,61.9,16.4,78.5
204,01,065,"Hale County, Alabama",0,5.0,91.7,17.4,70.0,8.8,76.8
205,01,069,"Houston County, Alabama",0,8.3,88.6,12.6,83.2,6.2,76.9
206,01,071,"Jackson County, Alabama",0,5.6,89.9,14.5,81.0,3.7,79.0
207,01,075,"Lamar County, Alabama",0,4.2,94.4,10.1,76.0,6.3,78.0
208,01,077,"Lauderdale County, Alabama",0,9.1,91.0,8.8,85.1,6.6,80.3
209,01,081,"Lee County, Alabama",0,16.4,92.2,10.5,86.4,4.4,78.9
210,01,085,"Lowndes County, Alabama",0,6.6,91.7,19.8,80.2,11.0,77.7
211,01,087,"Macon County, Alabama",0,9.5,91.0,17.1,73.6,10.0,82.7
212,01,091,"Marengo County, Alabama",0,7.1,91.5,13.1,72.3,10.1,76.8
213,01,093,"Marion County, Alabama",0,5.4,89.7,12.5,79.8,5.0,79.2
214,01,097,"Mobile County, Alabama",0,8.2,88.8,13.1,85.5,7.1,76.5
215,01,099,"Monroe County, Alabama",0,5.0,87.8,18.6,70.3,9.3,78.3
216,01,103,"Morgan County, Alabama",0,6.8,89.8,12.3,88.8,4.3,77.1
217,01,107,"Pickens County, Alabama",0,4.8,90.6,18.7,80.4,8.9,80.3
218,01,109,"Pike County, Alabama",0,13.6,91.1,10.7,72.0,7.4,81.1
219,01,113,"Russell County, Alabama",0,6.3,89.2,16.3,84.9,8.3,75.9
220,01,115,"St. Clair County, Alabama",0,5.7,91.8,8.9,88.6,3.3,77.4
221,01,119,"Sumter County, Alabama",0,8.5,88.6,18.6,77.4,8.5,80.7
222,01,123,"Tallapoosa County, Alabama",0,6.9,91.5,13.4,72.5,7.9,79.3
223,01,125,"Tuscaloosa County, Alabama",0,12.9,93.0,11.1,81.5,5.8,79.0
224,01,129,"Washington County, Alabama",0,8.1,90.5,14.8,67.8,4.1,78.7
225,01,131,"Wilcox County, Alabama",0,3.8,89.9,21.8,68.2,13.9,76.2
226,06,001,"Alameda County, California",1,20.6,95.7,5.8,94.6,9.3,79.4
227,06,003,"Alpine County, California",1,18.6,92.4,5.8,22.1,3.3,78.3
228,06,007,"Butte County, California",0,9.9,94.0,10.8,89.3,6.6,79.9
229,06,011,"Colusa County, California",0,3.4,91.5,9.5,89.9,4.4,72.7
230,06,013,"Contra Costa County, California",1,16.6,95.0,5.8,96.0,5.3,77.3
231,06,017,"El Dorado County, California",1,11.6,95.7,5.6,79.8,4.3,80.1
232,06,019,"Fresno County, California",0,7.4,92.2,16.7,93.0,7.9,71.6
233,01,017,"Chambers County, Alabama",0,4.0,90.8,10.6,80.0,7.4,79.2
234,06,023,"Humboldt County, California",0,10.2,92.2,10.2,85.9,7.2,80.9
235,06,025,"Imperial County, California",0,4.4,93.0,19.4,79.1,7.1,71.3
236,06,029,"Kern County, California",0,5.7,92.3,16.7,91.4,6.6,71.1
237,06,031,"Kings County, California",0,5.0,92.5,13.1,94.2,5.2,72.9
238,06,035,"Lassen County, California",0,3.5,96.2,10.3,71.8,4.9,83.9
239,06,039,"Madera County, California",0,4.4,92.4,14.2,88.1,4.4,72.6
240,06,041,"Marin County, California",1,25.8,96.8,3.9,93.4,4.3,80.0
241,06,043,"Mariposa County, California",0,9.0,93.2,11.2,74.5,4.9,83.6
242,06,045,"Mendocino County, California",0,9.2,90.7,12.1,83.6,7.0,78.7
243,06,047,"Merced County, California",0,4.5,92.0,15.4,93.8,7.1,70.5
244,06,049,"Modoc County, California",0,5.9,89.3,10.5,68.3,3.4,80.3
245,27,027,"Clay County, Minnesota",1,10.0,95.8,7.0,92.1,7.3,75.4
246,27,029,"Clearwater County, Minnesota",0,4.9,88.9,9.9,71.9,9.6,75.2
247,27,031,"Cook County, Minnesota",0,15.0,94.8,4.6,42.3,6.6,84.5
248,27,033,"Cottonwood County, Minnesota",0,5.8,95.4,8.4,90.7,5.8,75.6
249,27,035,"Crow Wing County, Minnesota",0,9.4,95.0,6.9,65.2,5.4,78.5
250,27,037,"Dakota County, Minnesota",1,13.3,96.2,3.6,97.2,4.3,75.6
251,27,039,"Dodge County, Minnesota",1,6.7,96.1,3.6,93.3,2.9,73.8
252,27,041,"Douglas County, Minnesota",1,8.0,96.5,3.9,78.8,6.2,78.6
253,27,043,"Faribault County, Minnesota",0,4.6,95.1,7.3,86.4,5.4,77.9
254,27,045,"Fillmore County, Minnesota",0,6.9,90.4,5.2,86.5,5.7,75.5
255,27,049,"Goodhue County, Minnesota",1,8.9,95.1,5.1,94.9,5.9,77.9
256,27,051,"Grant County, Minnesota",0,4.7,94.6,6.5,77.9,4.1,77.0
257,27,055,"Houston County, Minnesota",0,7.0,95.2,4.9,94.6,4.1,78.1
258,27,057,"Hubbard County, Minnesota",0,9.8,94.4,6.6,59.2,4.7,79.1
259,27,061,"Itasca County, Minnesota",0,8.5,94.5,8.6,70.3,5.3,79.2
260,27,065,"Kanabec County, Minnesota",0,5.3,94.6,5.9,83.2,4.3,78.6
261,27,067,"Kandiyohi County, Minnesota",0,7.4,94.3,6.9,84.3,4.9,75.6
262,27,071,"Koochiching County, Minnesota",0,4.5,94.8,8.6,73.0,7.9,82.0
263,27,073,"Lac qui Parle County, Minnesota",0,4.8,97.5,5.3,82.8,4.5,80.2
264,27,077,"Lake of the Woods County, Minnesota",0,3.0,94.9,6.4,39.6,3.0,80.1
265,27,079,"Le Sueur County, Minnesota",1,6.4,94.6,6.0,87.5,3.0,76.2
266,27,083,"Lyon County, Minnesota",0,7.0,93.7,10.0,89.1,6.5,74.3
267,27,085,"McLeod County, Minnesota",0,5.3,95.3,3.8,92.5,4.7,77.0
268,27,089,"Marshall County, Minnesota",0,4.6,96.1,4.5,82.4,4.5,77.0
269,27,091,"Martin County, Minnesota",0,6.0,93.9,9.2,88.7,5.3,78.3
270,27,095,"Mille Lacs County, Minnesota",0,5.2,94.5,8.4,81.1,6.2,76.1
271,27,097,"Morrison County, Minnesota",0,4.5,95.5,6.5,83.3,6.1,76.3
272,27,101,"Murray County, Minnesota",0,5.4,96.2,3.7,78.6,5.2,78.5
273,27,103,"Nicollet County, Minnesota",1,11.5,96.7,4.4,94.3,6.5,78.0
274,27,107,"Norman County, Minnesota",0,4.4,94.0,5.2,80.7,5.8,76.3
275,27,109,"Olmsted County, Minnesota",1,20.0,96.0,4.8,95.3,6.2,75.5
276,27,113,"Pennington County, Minnesota",0,5.1,97.5,8.0,90.7,6.7,76.8
277,27,115,"Pine County, Minnesota",0,4.7,93.4,5.9,62.9,6.2,80.4
278,27,119,"Polk County, Minnesota",0,8.2,96.1,6.3,84.0,6.2,75.7
279,27,121,"Pope County, Minnesota",0,8.1,97.2,3.8,75.3,2.9,79.5
280,27,125,"Red Lake County, Minnesota",0,3.0,97.0,5.2,88.3,5.5,75.5
281,27,127,"Redwood County, Minnesota",0,4.6,93.1,5.6,85.3,5.1,75.2
282,27,131,"Rice County, Minnesota",1,10.8,94.7,6.1,92.1,4.7,78.2
283,27,133,"Rock County, Minnesota",1,6.9,94.4,6.7,92.9,4.1,75.6
284,27,137,"St. Louis County, Minnesota",0,10.6,96.3,6.9,82.1,8.6,81.0
285,27,139,"Scott County, Minnesota",1,11.9,96.7,3.7,97.0,2.7,72.6
286,27,143,"Sibley County, Minnesota",0,3.9,95.2,3.2,91.1,4.7,76.6
287,27,145,"Stearns County, Minnesota",1,8.9,96.1,6.9,91.5,5.0,76.8
288,27,149,"Stevens County, Minnesota",1,9.3,96.3,5.0,86.6,5.5,78.8
289,27,151,"Swift County, Minnesota",0,4.1,94.9,8.6,87.8,6.0,77.3
290,27,155,"Traverse County, Minnesota",0,4.3,96.8,5.9,76.0,7.5,80.1
291,27,157,"Wabasha County, Minnesota",1,7.9,94.8,4.5,88.6,4.9,78.5
292,27,161,"Waseca County, Minnesota",0,5.8,95.9,6.3,95.1,4.2,76.6
293,27,163,"Washington County, Minnesota",1,16.3,96.5,3.1,96.1,3.8,75.5
294,27,167,"Wilkin County, Minnesota",0,5.1,97.3,4.4,89.1,4.5,78.2
295,27,169,"Winona County, Minnesota",0,10.7,94.3,5.2,91.6,7.1,82.1
296,27,171,"Wright County, Minnesota",1,9.5,95.7,3.3,93.4,2.8,72.1
297,27,173,"Yellow Medicine County, Minnesota",0,4.2,96.6,5.7,85.8,5.6,76.8
298,29,001,"Adair County, Missouri",0,16.8,91.5,9.6,78.3,7.3,81.3
299,29,003,"Andrew County, Missouri",0,10.1,93.5,4.7,92.7,4.0,77.0
300,29,005,"Atchison County, Missouri",0,5.8,91.2,8.8,86.5,4.8,80.2
301,29,007,"Audrain County, Missouri",0,5.0,88.7,11.0,85.7,5.3,77.1
302,29,009,"Barry County, Missouri",0,4.8,87.4,12.6,78.6,3.8,77.3
303,29,011,"Barton County, Missouri",0,5.7,86.7,15.8,86.2,8.0,76.5
304,51,005,"Alleghany County, Virginia",0,6.1,94.5,12.6,81.2,7.7,81.0
305,51,007,"Amelia County, Virginia",0,6.9,93.2,7.4,89.5,3.3,78.7
306,51,011,"Appomattox County, Virginia",0,5.5,92.3,10.2,83.6,4.0,78.7
307,51,013,"Arlington County, Virginia",1,40.5,94.0,4.0,93.4,13.9,82.0
308,51,017,"Bath County, Virginia",0,4.3,90.3,10.7,54.9,2.8,85.2
309,51,019,"Bedford County, Virginia",1,12.4,93.7,5.4,85.1,2.7,80.0
310,51,023,"Botetourt County, Virginia",1,10.3,95.0,4.8,88.0,3.1,80.7
311,51,025,"Brunswick County, Virginia",0,6.6,91.8,15.3,74.5,7.2,84.1
312,51,029,"Buckingham County, Virginia",0,5.6,89.6,10.2,79.8,5.9,81.5
313,51,031,"Campbell County, Virginia",0,8.1,91.8,7.3,89.1,5.1,80.0
314,51,035,"Carroll County, Virginia",0,4.1,88.6,9.7,72.5,4.6,81.8
